isbn,title,author,price,nstc,format,publisher,release_date,language,store_stock,store-location,boekpagina_url,,cover_url
9.78905E+12,Narco's in Nederland,Jan Meeus,9.95,2468377,Paperback,Nieuw Amsterdam,22/06/2017,NL,8,Non-fictie,https://libris.nl/zoek?q=9789046834299,,https://images.mind-books.nl/libris/book/cover/9789046834299
9.78908E+12,Rotterdamse diender,Cees Laska,15.99,2469035,e-book,Direct Uitgeven,08/04/2021,NL,0,Online kopen,https://libris.nl/zoek?q=9789083267111,,https://images.mind-books.nl/libris/book/cover/9789083267111
9.78908E+12,Het vonnis van de samenleving,Didier Eribon,9.99,2468447,e-book,leesmagazijn,22/06/2012,NL,0,Online kopen,https://libris.nl/zoek?q=9789083303703,,https://images.mind-books.nl/libris/book/cover/9789083303703
9.78908E+12,Russische avant-garde,Unknown Author,9.95,2468976,Paperback,"Nieuwe Kerk/Hermitage Amsterdam, De",15/05/2021,NL,0,Non-fictie,https://libris.nl/zoek?q=9789078653882,,https://images.mind-books.nl/libris/book/cover/9789078653882
9.78908E+12,Leading in a Wicked World,Sonja Wekema ; Matthias Schramm,9.99,2468185,Hardcover,The Other Perspective,22/06/2018,ENG,1,Non Fictie - Engelstalig ,https://libris.nl/zoek?q=9789083337500,,https://images.mind-books.nl/libris/book/cover/9789083337500
9.78906E+12,De diabetes-code,Jason Fung,15.99,2468964,Paperback,"Nieuwezijds b.v., Uitgeverij",06/02/2021,NL,0,Non-fictie,https://libris.nl/zoek?q=9789057125300,,https://images.mind-books.nl/libris/book/cover/9789057125300
9.78904E+12,Trek,Charlotte Kleyn,9.95,2469060,Paperback,Nijgh & Van Ditmar,03/12/2020,NL,2,Non-fictie,https://libris.nl/zoek?q=9789038806402,,https://images.mind-books.nl/libris/book/cover/9789038806402
9.78904E+12,Streetfood,Soenil Bahadoer ; Hassnae Bouazza,22.5,2468145,midprice,Nijgh & Van Ditmar,01/01/2014,NL,1,Kookboeken,https://libris.nl/zoek?q=9789038811215,,https://images.mind-books.nl/libris/book/cover/9789038811215
9.78904E+12,"De kunst, het meisje, de stad",Fons Dellen,7.5,2468700,Hardcover,Nijgh & Van Ditmar,22/06/2011,NL,0,Non-fictie,https://libris.nl/zoek?q=9789038811321,,https://images.mind-books.nl/libris/book/cover/9789038811321
9.78904E+12,Ik heb Alzheimer,Stella Braam,12.5,2468748,Hardcover,Nijgh & Van Ditmar,22/06/2012,NL,3,Non-fictie,https://libris.nl/zoek?q=9789038899657,,https://images.mind-books.nl/libris/book/cover/9789038899657
9.78908E+12,De weduwen van Lemmer,Age Bakker,9.99,2468582,e-book,Wijdemeer Louw Dijkstra,10/09/2010,NL,0,Online kopen,https://libris.nl/zoek?q=9789083523712,,https://images.mind-books.nl/libris/book/cover/9789083523712
9.78909E+12,Gerard Walschap. Een biografie,Jos Borre,12.5,2468789,e-book,Manteau,13/10/2023,NL,0,Online kopen,https://libris.nl/zoek?q=9789085424895,,https://images.mind-books.nl/libris/book/cover/9789085424895
9.78946E+12,Radiovrouw,Jeannette Parramore,7.5,2468641,Paperback,Noordboek,22/06/2019,NL,4,Non-fictie,https://libris.nl/zoek?q=9789464710861,,https://images.mind-books.nl/libris/book/cover/9789464710861
9.78946E+12,Beek in beeld,Egbert Meijers,9.95,2468445,Paperback,Noordboek - Van Gorcum,22/06/2019,NL,7,Non-fictie,https://libris.nl/zoek?q=9789464713121,,https://images.mind-books.nl/libris/book/cover/9789464713121
9.78906E+12,Onze tuin op het platteland,Margery Fish,15,2469085,hardcover,Noordboek | HLBooks,16/08/2020,NL,23,Non-fictie,https://libris.nl/zoek?q=9789056159290,,https://images.mind-books.nl/libris/book/cover/9789056159290
9.789E+12,C' est bien Ã§a 1 Oefenboek,M. Knop,9.95,2468752,Paperback,Noordhoff,22/06/2009,NL,0,Schoolboeken,https://libris.nl/zoek?q=9789001402877,,https://images.mind-books.nl/libris/book/cover/9789001402877
9.789E+12,Noordhoff Wiskunde in je pocket,E. Broekema,15,2469031,Paperback,Noordhoff,06/02/2021,NL,0,Schoolboeken,https://libris.nl/zoek?q=9789001780265,,https://images.mind-books.nl/libris/book/cover/9789001780265
9.78909E+12,Terreur in het hoge noorden,Laurent-FrÃ©dÃ©ric BollÃ©e,15,2469107,e-book,Le Lombard,15/05/2021,NL,0,Online kopen,https://libris.nl/zoek?q=9789086771394,,https://images.mind-books.nl/libris/book/cover/9789086771394
9.78909E+12,Klassieke kunst begrijpen,"LODWICK, Marcus",15,2468765,Paperback,NULL,09/11/2014,NL,0,Kunstboeken,https://libris.nl/zoek?q=9789089983916,,https://images.mind-books.nl/libris/book/cover/9789089983916
9.789E+12,Mijn rammelboekje: kleuren,Lucie BrunelliÃ¨re,9.95,2468540,Paperback,Oogappel,06/02/2022,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789002277740,,https://images.mind-books.nl/libris/book/cover/9789002277740
9.78906E+12,Mika maakt vrienden,Tom Percival,15,2469002,Paperback,Pelckmans,15/05/2021,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789059247888,,https://images.mind-books.nl/libris/book/cover/9789059247888
9.78909E+12,Niet normaal,Martijn Van Calmthout,12.5,2468825,e-book,Uitgeverij Lias B.V.,06/02/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789088031274,,https://images.mind-books.nl/libris/book/cover/9789088031274
9.78906E+12,Volg de eenhoorn,Georgie Taylor,9.95,2468658,Paperback,Pelckmans,09/11/2012,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789059248137,,https://images.mind-books.nl/libris/book/cover/9789059248137
9.78946E+12,Morgen is er weer een dag,Davina Bell,22.5,2468505,Paperback,Pelckmans,04/03/2021,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789464291674,,https://images.mind-books.nl/libris/book/cover/9789464291674
9.78903E+12,Met de wind mee,Wouter Deboot,9.99,2468207,Paperback,Pelckmans uitgevers,22/06/2011,NL,0,Non-fictie,https://libris.nl/zoek?q=9789028979758,,https://images.mind-books.nl/libris/book/cover/9789028979758
9.78946E+12,KERSTbox,Floor Denil ; Arnoleon ; Chrostin ; Frommelrommel ; Niet Nu Laura,22.5,2468548,Paperback,Pelckmans uitgevers,04/03/2005,NL,0,Non-fictie,https://libris.nl/zoek?q=9789464014976,,https://images.mind-books.nl/libris/book/cover/9789464014976
9.78909E+12,De toekomst van de kat,Rutger Lazou,9.99,2468189,e-book,Houtekiet,22/06/2013,NL,0,Online kopen,https://libris.nl/zoek?q=9789089247865,,https://images.mind-books.nl/libris/book/cover/9789089247865
9.78909E+12,De talentafdeling,Kees Gabriels,15,2468154,Paperback,Van Duuren Management,01/01/2016,NL,0,Business & management,https://libris.nl/zoek?q=9789089653161,,https://images.mind-books.nl/libris/book/cover/9789089653161
9.78908E+12,Special Trucks & Special Transport 2019,Rob Dragt,9.95,2469115,Paperback,"PENN.nl, Uitgeverij",10/09/2021,NL,0,Non-fictie,https://libris.nl/zoek?q=9789077948972,,https://images.mind-books.nl/libris/book/cover/9789077948972
9.78909E+12,De zin van het leven ben je zelf,Anton Slotboom,22.5,2469098,e-book,Just Publishers,06/02/2021,NL,0,Online kopen,https://libris.nl/zoek?q=9789089755056,,https://images.mind-books.nl/libris/book/cover/9789089755056
9.78949E+12,Regie in de klas,Tom Bennett,7.5,2468392,Paperback,"Phronese, Uitgeverij",22/06/2012,NL,0,Non-fictie,https://libris.nl/zoek?q=9789490120474,,https://images.mind-books.nl/libris/book/cover/9789490120474
9.78909E+12,Bandiet van Oranje,Frans Peeters,15.99,2469124,e-book,Just Publishers,03/12/2020,NL,0,Online kopen,https://libris.nl/zoek?q=9789089757159,,https://images.mind-books.nl/libris/book/cover/9789089757159
9.78908E+12,Grip op creativiteit,Bart Siebelink,7.5,2468945,Paperback,PiXFACTORY,15/09/2025,NL,0,Non-fictie,https://libris.nl/zoek?q=9789079588244,,https://images.mind-books.nl/libris/book/cover/9789079588244
9.78902E+12,Rugnummers en teamwork,Barbara Scholten,12.5,2468896,Paperback,Ploegsma,01/02/2025,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789021677712,,https://images.mind-books.nl/libris/book/cover/9789021677712
9.78902E+12,Mees Kees gaat verhuizen,Mirjam Oldenhave,12.5,2468912,Paperback,Ploegsma,22/06/2025,NL,1,Kinderboeken,https://libris.nl/zoek?q=9789021680699,,https://images.mind-books.nl/libris/book/cover/9789021680699
9.78902E+12,De kinderen van Bolderburen,Astrid Lindgren,12.5,2468979,Paperback,Ploegsma,22/06/2021,NL,6,Kinderboeken,https://libris.nl/zoek?q=9789021682488,,https://images.mind-books.nl/libris/book/cover/9789021682488
9.78902E+12,100 antwoorden bij seksuele opvoeding,Belle Barbe,9.95,2468475,Paperback,Ploegsma,06/02/2016,NL,3,Kinderboeken,https://libris.nl/zoek?q=9789021682785,,https://images.mind-books.nl/libris/book/cover/9789021682785
9.789E+12,Prisma Woordenboek Portugees-Nederlands,Miraldina Baltazar ; Willem Bossier ; GabriÃ«l van Damme,9.95,2468271,Hardcover,Prisma,16/08/2023,NL,0,Woordenboeken,https://libris.nl/zoek?q=9789000302253,,https://images.mind-books.nl/libris/book/cover/9789000302253
9.789E+12,Prisma woordenboek Nederlands-Italiaans,G. Visser-Boezaardt,10,2469004,Hardcover,Prisma,15/05/2021,NL,4,Woordenboeken,https://libris.nl/zoek?q=9789000356522,,https://images.mind-books.nl/libris/book/cover/9789000356522
9.78919E+12,My First Hip Hop Book,Martin Ander,9.99,2468747,Paperback,Dokument Press,22/06/2011,ENG,2,Non Fictie - Engelstalig ,https://libris.nl/zoek?q=9789188369208,,https://images.mind-books.nl/libris/book/cover/9789188369208
9.7894E+12,Homo Deus,Yuval Noah Harari,15,2468395,Paperback,Thomas Rap,22/06/2015,NL,0,Non Fictie  ,https://libris.nl/zoek?q=9789400404977,,https://images.mind-books.nl/libris/book/cover/9789400404977
9.7894E+12,De xx-economie,Linda Scott,15.99,2469113,Paperback,Thomas Rap,16/08/2021,NL,0,Non Fictie  ,https://libris.nl/zoek?q=9789400406476,,https://images.mind-books.nl/libris/book/cover/9789400406476
9.7894E+12,Viproom,Jens Lapidus,9.99,2468180,e-book,A.W. Bruna Uitgevers,15/05/2020,NL,0,Online kopen,https://libris.nl/zoek?q=9789400506923,,https://images.mind-books.nl/libris/book/cover/9789400506923
9.78904E+12,Thorbecke wil het,Remieg Aerts,9.95,2468518,Hardcover,Prometheus,08/04/2005,NL,1,Fictie,https://libris.nl/zoek?q=9789035139992,,https://images.mind-books.nl/libris/book/cover/9789035139992
9.7894E+12,De bron,Tara Swart,12.5,2469063,E-book,Lev.,06/02/2021,NL,0,Online kopen,https://libris.nl/zoek?q=9789400511453,,https://images.mind-books.nl/libris/book/cover/9789400511453
9.7894E+12,Gletsjer,Suzanne Vermeer,12.5,2468859,e-book,A.W. Bruna Uitgevers,10/09/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789400516816,,https://images.mind-books.nl/libris/book/cover/9789400516816
9.7894E+12,Silent exit,Martine Bakker,7.5,2468436,Paperback,Lev.,16/08/2024,NL,14,Non-fictie,https://libris.nl/zoek?q=9789400518643,,https://images.mind-books.nl/libris/book/cover/9789400518643
9.78904E+12,Het einde van het einde van de wereld,Jonathan Franzen,9.95,2468282,midprice,Prometheus,06/02/2007,NL,0,Fictie,https://libris.nl/zoek?q=9789044637335,,https://images.mind-books.nl/libris/book/cover/9789044637335
9.78904E+12,Duimkruid,Esther Teunissen,9.95,2469024,Paperback,Prometheus,03/12/2020,NL,0,Fictie,https://libris.nl/zoek?q=9789044639940,,https://images.mind-books.nl/libris/book/cover/9789044639940
9.78904E+12,Ondraaglijke lichtheid,Ilja Pfeijffer,9.95,2468161,midprice,Prometheus,01/01/2015,NL,0,Fictie,https://libris.nl/zoek?q=9789044640403,,https://images.mind-books.nl/libris/book/cover/9789044640403
9.78904E+12,De gek van de tsaar,Jaan Kross,9.95,2468762,Paperback,Prometheus,09/11/2011,NL,0,Fictie,https://libris.nl/zoek?q=9789044644173,,https://images.mind-books.nl/libris/book/cover/9789044644173
9.78904E+12,De Schotse Marsen,Rory Stewart,25,2468639,Paperback,Prometheus,22/06/2017,NL,0,Fictie,https://libris.nl/zoek?q=9789044647549,,https://images.mind-books.nl/libris/book/cover/9789044647549
9.7894E+12,Mountain View,Sebastiaan Bedaux,22.5,2468354,midprice,Lannoo Publishers,15/05/2010,ENG,10,Fictie - Engelstalig ,https://libris.nl/zoek?q=9789401446150,,https://images.mind-books.nl/libris/book/cover/9789401446150
9.78904E+12,Een jager in het woud,Maarten Doorman,7.5,2468195,Paperback,Prometheus,22/06/2019,NL,6,Fictie,https://libris.nl/zoek?q=9789044652994,,https://images.mind-books.nl/libris/book/cover/9789044652994
9.78904E+12,"Goede tijden, slechte tijden in de antieke wereld",Fik Meijer,9.95,2468919,Paperback,Prometheus,10/09/2025,NL,3,Fictie,https://libris.nl/zoek?q=9789044654806,,https://images.mind-books.nl/libris/book/cover/9789044654806
9.78904E+12,"De steden, de mensen",Auke van der Woud,15.99,2468236,midprice,Prometheus,16/08/2008,NL,6,Fictie,https://libris.nl/zoek?q=9789044655209,,https://images.mind-books.nl/libris/book/cover/9789044655209
9.7894E+12,Trotter Zuid-Afrika,Unknown Author,9.99,2468230,e-book,Lannoo,16/08/2002,NL,0,Online kopen,https://libris.nl/zoek?q=9789401458313,,https://images.mind-books.nl/libris/book/cover/9789401458313
9.78904E+12,Vijftig tinten,E L James,12.5,2468175,Paperback,"Prometheus, Uitgeverij",15/05/2015,NL,0,Fictie,https://libris.nl/zoek?q=9789044622713,,https://images.mind-books.nl/libris/book/cover/9789044622713
9.7894E+12,Niet Roze,Floortje De Backer,9.99,2468335,e-book,Lannoo,01/01/2014,NL,0,Online kopen,https://libris.nl/zoek?q=9789401471091,,https://images.mind-books.nl/libris/book/cover/9789401471091
9.78902E+12,Wederzijds,Kees 't Hart,15.99,2468519,Paperback,Querido,08/04/2006,NL,0,Fictie,https://libris.nl/zoek?q=9789021404042,,https://images.mind-books.nl/libris/book/cover/9789021404042
9.78902E+12,Het leven uit een dag,Heijden; A.F.Th. van der,15.99,1234567,"Paperback, 6e druk",Querido,01/01/2014,NL,8,Fictie,https://libris.nl/zoek?q=9789021424101,,https://images.mind-books.nl/libris/book/cover/9789021424101
9.78902E+12,Het geluk van de sprinkhaan,Toon Tellegen,10,2468722,Paperback,Querido,03/12/2023,NL,1,Kinderboeken,https://libris.nl/zoek?q=9789021442594,,https://images.mind-books.nl/libris/book/cover/9789021442594
9.7894E+12,Ze zijn onder ons,Elvis Peeters,9.99,2468251,e-book,Lannoo,16/08/2023,NL,0,Online kopen,https://libris.nl/zoek?q=9789401497718,,https://images.mind-books.nl/libris/book/cover/9789401497718
9.7894E+12,Met de camper door Europa,Unknown Author,9.99,2468479,e-book,Lannoo,06/02/2020,NL,0,Online kopen,https://libris.nl/zoek?q=9789401498654,,https://images.mind-books.nl/libris/book/cover/9789401498654
9.78905E+12,Diertjes,Tjibbe Veldkamp,10,2468794,Paperback,Querido,06/02/2024,NL,15,Kinderboeken,https://libris.nl/zoek?q=9789045131375,,https://images.mind-books.nl/libris/book/cover/9789045131375
9.78904E+12,De avonturen van Pinokkio,Carlo Collodi,9.95,2468858,Paperback,Rainbow,16/08/2025,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789041712646,,https://images.mind-books.nl/libris/book/cover/9789041712646
9.78904E+12,De Abdij van Northanger,Jane Austen,15,2468525,Paperback,Rainbow,08/04/2012,NL,3,Fictie,https://libris.nl/zoek?q=9789041714718,,https://images.mind-books.nl/libris/book/cover/9789041714718
9.78904E+12,Fulltime avonturier,Tamar Valkenier,15,2468821,hardcover,Rainbow,06/02/2025,NL,27,Non-fictie,https://libris.nl/zoek?q=9789041716200,,https://images.mind-books.nl/libris/book/cover/9789041716200
9.78908E+12,Masker van verraad,Emma Francis,15.99,2468670,Paperback,Rebel Books,09/11/2024,NL,5,Fictie,https://libris.nl/zoek?q=9789083401614,,https://images.mind-books.nl/libris/book/cover/9789083401614
9.78904E+12,Listogram Food,Unknown Author,15.99,2468666,Paperback,Rebo Productions,09/11/2020,NL,0,Kookboeken,https://libris.nl/zoek?q=9789036635141,,https://images.mind-books.nl/libris/book/cover/9789036635141
9.78904E+12,Grill Buddies,Unknown Author,9.95,2468301,Paperback,Rebo Productions,22/06/2009,NL,0,Kookboeken,https://libris.nl/zoek?q=9789036635370,,https://images.mind-books.nl/libris/book/cover/9789036635370
9.78904E+12,Mijn grote boek vol cijfers,Unknown Author,15.99,2468914,Hardcover,Rebo Productions,16/08/2025,NL,0,Non-fictie,https://libris.nl/zoek?q=9789036644969,,https://images.mind-books.nl/libris/book/cover/9789036644969
9.7894E+12,De juiste man,Peter Mohlin ; Peter NystrÃ¶m,12.5,2468836,e-book,HarperCollins,16/08/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789402716993,,https://images.mind-books.nl/libris/book/cover/9789402716993
9.78904E+12,De ruimte - Mijn leukste oefenboek,Chiara Piroddi,12.5,2468373,Paperback,Rebo Productions,22/06/2013,NL,3,Non-fictie,https://libris.nl/zoek?q=9789036645034,,https://images.mind-books.nl/libris/book/cover/9789036645034
9.78904E+12,Supercijfers en gave vormen - Word een wiskid,Linda Bertola,7.5,2468956,Hardcover,Rebo Productions,09/11/2020,NL,1,Non-fictie,https://libris.nl/zoek?q=9789036645195,,https://images.mind-books.nl/libris/book/cover/9789036645195
9.78904E+12,De allerliefste mama,Valentina Bonaguro,15.99,2468764,Hardcover,Rebo Productions,09/11/2013,NL,9,Non-fictie,https://libris.nl/zoek?q=9789036648752,,https://images.mind-books.nl/libris/book/cover/9789036648752
9.78908E+12,WIJ,Remco Claassen,9.95,2468745,Hardcover,Remco Claassen Producties,22/06/2018,NL,0,Fictie,https://libris.nl/zoek?q=9789083227917,,https://images.mind-books.nl/libris/book/cover/9789083227917
9.78907E+12,Bijbel,Unknown Author,15.99,2468930,Hardcover,Royal Jongbloed,08/04/2025,NL,1,Christelijke boeken,https://libris.nl/zoek?q=9789065395122,,https://images.mind-books.nl/libris/book/cover/9789065395122
9.78909E+12,Schrijfbijbel,Unknown Author,9.95,2468879,Hardcover,Royal Jongbloed,15/01/2025,NL,0,Christelijke boeken,https://libris.nl/zoek?q=9789089121097,,https://images.mind-books.nl/libris/book/cover/9789089121097
9.7894E+12,Een Italiaanse reis,Philipp Blom,12.5,2468728,e-book,"Bezige Bij b.v., Uitgeverij De",08/04/2023,NL,0,Online kopen,https://libris.nl/zoek?q=9789403162300,,https://images.mind-books.nl/libris/book/cover/9789403162300
9.7894E+12,De boerderij,Unknown Author,9.99,2468267,e-book,Ballon Kids,06/02/1992,NL,0,Online kopen,https://libris.nl/zoek?q=9789403204512,,https://images.mind-books.nl/libris/book/cover/9789403204512
9.7894E+12,Isabella Maan gaat logeren,Harriet Muncaster,15.99,2468880,Paperback,Standaard Uitgeverij - Strips & Kids,16/01/2025,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789403217291,,https://images.mind-books.nl/libris/book/cover/9789403217291
9.7894E+12,Ik verveel me,Unknown Author,9.99,2468221,e-book,Standaard Uitgeverij - Strips & Kids,09/11/2009,NL,0,Online kopen,https://libris.nl/zoek?q=9789403217857,,https://images.mind-books.nl/libris/book/cover/9789403217857
9.78905E+12,Het gouden hondenboek,Margaret Wise Brown,9.99,2468653,Paperback,Rubinstein Publishing BV,09/11/2007,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789047625155,,https://images.mind-books.nl/libris/book/cover/9789047625155
9.78905E+12,Koko de koerier,Katerina Gorelik,15.99,2468508,Paperback,Rubinstein Publishing BV,04/03/2024,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789047627074,,https://images.mind-books.nl/libris/book/cover/9789047627074
9.7894E+12,Kleurboek met verfpalet en penseel Prinsessen,Unknown Author,9.99,2468481,e-book,Ballon Kids,06/02/2022,NL,0,Online kopen,https://libris.nl/zoek?q=9789403229805,,https://images.mind-books.nl/libris/book/cover/9789403229805
9.78908E+12,Bakken met Niels,Niels van Til,9.99,2468852,Paperback,Scholten Uitgeverij B.V.,22/06/2025,NL,0,Kookboeken,https://libris.nl/zoek?q=9789079859573,,https://images.mind-books.nl/libris/book/cover/9789079859573
9.78949E+12,Wereldwijven 2,PÃ©nÃ©lope Bagieu,9.95,2468706,Paperback,Scratchbooks,13/10/2009,NL,0,Non-fictie,https://libris.nl/zoek?q=9789492117892,,https://images.mind-books.nl/libris/book/cover/9789492117892
9.78946E+12,Van Dale Pocketwoordenboek Nederlands-Marokkaans,Ankie van Pel,9.99,2468372,Paperback,Van Dale,22/06/2012,NL,4,Woordenboeken,https://libris.nl/zoek?q=9789460775567,,https://images.mind-books.nl/libris/book/cover/9789460775567
9.78946E+12,Kookdagboek,Leonie van Mierlo,9.99,2468211,e-book,Lantaarn Publishers,22/06/2015,NL,0,Online kopen,https://libris.nl/zoek?q=9789460970887,,https://images.mind-books.nl/libris/book/cover/9789460970887
9.78949E+12,Hilda en de bergkoning,Luke Pearson,15.99,2468422,Hardcover,Scratchbooks,16/08/2010,NL,0,Non-fictie,https://libris.nl/zoek?q=9789493166097,,https://images.mind-books.nl/libris/book/cover/9789493166097
9.78902E+12,De heilige geschiedenis,Jonathan Black,9.95,2469078,Paperback,Servire,22/06/2021,NL,0,Fictie,https://libris.nl/zoek?q=9789021565323,,https://images.mind-books.nl/libris/book/cover/9789021565323
9.78906E+12,De mooiste tijd van ons leven,Claire Lombardo,7.5,2468173,Paperback,Signatuur,15/05/2013,NL,2,Fictie,https://libris.nl/zoek?q=9789056726423,,https://images.mind-books.nl/libris/book/cover/9789056726423
9.789E+12,De wilde rit,Adam Lashinsky,7.5,2468206,Paperback,Spectrum,22/06/2010,NL,0,Fictie,https://libris.nl/zoek?q=9789000352432,,https://images.mind-books.nl/libris/book/cover/9789000352432
9.78946E+12,Zen in de boardroom,Sake Algra,9.99,2468615,e-book,"Haystack, Uitgeverij",10/09/2023,NL,0,Online kopen,https://libris.nl/zoek?q=9789461263810,,https://images.mind-books.nl/libris/book/cover/9789461263810
9.789E+12,De kunst van goed leven,Rolf Dobelli,22.5,2468336,midprice,Spectrum,01/01/2014,NL,0,Non-fictie,https://libris.nl/zoek?q=9789000355037,,https://images.mind-books.nl/libris/book/cover/9789000355037
9.789E+12,De rattenlijn,Philippe Sands,9.95,,Hardcover,Spectrum,23/06/2025,NL,5,Non-fictie,https://libris.nl/zoek?q=9789000360284,,https://images.mind-books.nl/libris/book/cover/9789000360284
9.789E+12,Topfit,Henry Schut,9.95,2468147,Paperback,Spectrum,01/01/2012,NL,0,Gezondheid,https://libris.nl/zoek?q=9789000361120,,https://images.mind-books.nl/libris/book/cover/9789000361120
9.789E+12,Het aanzien van 2018,Han van Bree,9.99,2468350,Paperback,Spectrum,01/01/2020,NL,0,Non-fictie,https://libris.nl/zoek?q=9789000364534,,https://images.mind-books.nl/libris/book/cover/9789000364534
9.789E+12,"Oma, vertel eens",Elma van Vliet,9.95,2468640,Paperback,Spectrum,22/06/2018,NL,0,Non-fictie,https://libris.nl/zoek?q=9789000372478,,https://images.mind-books.nl/libris/book/cover/9789000372478
9.789E+12,Stalin,Simon Montefiore,9.99,2468240,Paperback,Spectrum,16/08/2012,NL,0,Non-fictie,https://libris.nl/zoek?q=9789000373284,,https://images.mind-books.nl/libris/book/cover/9789000373284
9.789E+12,Jeruzalem,Simon Sebag Montefiore,9.95,2468636,Hardcover,Spectrum,15/05/2021,NL,0,Non-fictie,https://libris.nl/zoek?q=9789000373291,,https://images.mind-books.nl/libris/book/cover/9789000373291
9.789E+12,High protein,Hannah Vreugdenhil,9.95,2468345,Paperback,Spectrum,01/01/2015,NL,2,Non-fictie,https://libris.nl/zoek?q=9789000373352,,https://images.mind-books.nl/libris/book/cover/9789000373352
9.789E+12,Waarom je niet slaapt en hoe het op te lossen,W. Chris Winter,15.99,2468411,Paperback,Spectrum,16/08/1999,NL,0,Non-fictie,https://libris.nl/zoek?q=9789000377831,,https://images.mind-books.nl/libris/book/cover/9789000377831
9.78906E+12,Vasco 28. lombardische zaken,dominique rousseau,15.99,2468815,Paperback,Standaard Uitg.-MDS,10/09/2024,NL,0,Non-fictie,https://libris.nl/zoek?q=9789055819881,,https://images.mind-books.nl/libris/book/cover/9789055819881
9.78909E+12,04. de rode berg,joÃ«l Parnotte ;  xavier Dorison,9.99,2468577,Paperback,Standaard Uitg.-MDS,10/09/2022,NL,0,Non-fictie,https://libris.nl/zoek?q=9789085586548,,https://images.mind-books.nl/libris/book/cover/9789085586548
9.78946E+12,Starring Chas Gerretsen,Iris Sikking,9.95,2468850,Hardcover,Lecturis BV,08/04/2025,ENG,0,Non Fictie - Engelstalig ,https://libris.nl/zoek?q=9789462264069,,https://images.mind-books.nl/libris/book/cover/9789462264069
9.78946E+12,Legal Research,M. Vols,9.95,2469128,Hardcover,Eleven International Publishing,06/02/2021,ENG,0,Non Fictie - Engelstalig ,https://libris.nl/zoek?q=9789462362246,,https://images.mind-books.nl/libris/book/cover/9789462362246
9.78946E+12,HiÃ«ronymus van Beverningk tijdens het Rampjaar 1672,Wout Troost,12.5,2468826,e-book,"Walburg Pers B.V.,  Uitgeverij",06/02/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789462497900,,https://images.mind-books.nl/libris/book/cover/9789462497900
9.789E+12,Paulientje op de dool,Hec Leemans,15.99,2468855,Paperback,Standaard Uitgeverij,16/08/2025,NL,0,Fictie,https://libris.nl/zoek?q=9789002228797,,https://images.mind-books.nl/libris/book/cover/9789002228797
9.789E+12,De heeren van Scheurbuyck,Merho,22.5,2468347,Paperback,Standaard Uitgeverij,01/01/2017,NL,0,Fictie,https://libris.nl/zoek?q=9789002246579,,https://images.mind-books.nl/libris/book/cover/9789002246579
9.78946E+12,Rembrandt & Saskia,Marlies Stoter,10,2468413,Paperback,Uitgeverij WBOOKS,16/08/2001,ENG,0,Fictie - Engelstalig ,https://libris.nl/zoek?q=9789462583030,,https://images.mind-books.nl/libris/book/cover/9789462583030
9.78906E+12,Haast,StÃ©phane Servant,12.5,2468940,Hardcover,Standaard Uitgeverij - Algemeen,10/09/2025,NL,0,Fictie,https://libris.nl/zoek?q=9789059089136,,https://images.mind-books.nl/libris/book/cover/9789059089136
9.78906E+12,Opgelet: tornado,Christophe Cazenove,9.99,2468273,Paperback,SU Strips,06/02/1998,NL,0,Strips- kinderboeken,https://libris.nl/zoek?q=9789063347475,,https://images.mind-books.nl/libris/book/cover/9789063347475
9.78946E+12,Cuban Art Now,Xantha Berger ; Anne van Lienden ; Jan Rudolph de Lorm ; Cristina Vives,9.95,2468344,midprice,Waanders Uitgevers,01/01/2014,mul,0,Anderstalig ,https://libris.nl/zoek?q=9789462621350,,https://images.mind-books.nl/libris/book/cover/9789462621350
9.78946E+12,Lotta draaft door,Marloes de Vries,22.5,2468650,Paperback,SU Strips,09/11/2004,NL,0,Strips- kinderboeken,https://libris.nl/zoek?q=9789462108325,,https://images.mind-books.nl/libris/book/cover/9789462108325
9.78908E+12,Stap in je grootsheid,Tony Robbins,15.99,2468786,Paperback,Succesboeken.nl,16/08/2023,NL,0,Non-fictie,https://libris.nl/zoek?q=9789079872985,,https://images.mind-books.nl/libris/book/cover/9789079872985
9.78909E+12,De ontevreden baby,Pamela Douglas,15.99,2468407,Paperback,"SWP, Uitgeverij B.V.",22/06/2023,NL,6,Non-fictie,https://libris.nl/zoek?q=9789085602279,,https://images.mind-books.nl/libris/book/cover/9789085602279
9.78909E+12,La Parisienne look book,Ines de la Fressange ; Sophie Gachet,22.5,2468799,Paperback,Terra,06/02/2024,NL,0,Non-fictie,https://libris.nl/zoek?q=9789089897503,,https://images.mind-books.nl/libris/book/cover/9789089897503
