isbn,title,author,price,nstc,format,publisher,release_date,Language,store_stock,store_location,nur,thema_codes,libris_url,cover_url
9789462971660,Het hebzuchtgas,Jan Terlouw,9.99,2468698,Paperback,Uitgeverij De Kring,,NL,2,Diversen,"Sociale Onderwerpen: Milieu En Duurzaamheid, Traditionele Verhalen, Mythes En Sprookjes, Klimaatverandering",,https://libris.nl/9789462971660,https://images.mind-books.nl/libris/book/cover/9789462971660
9789000366293,Het instituut,Mirjam Mous,9.99,2468699,Gebonden,Van Goor,,NL,3,Fictie 13 - 15 jaar,"Actie- En Avonturenverhalen, Speculatieve thrillers, Dystopische En Utopische Fictie, ",,https://libris.nl/9789000366293,https://images.mind-books.nl/libris/book/cover/9789000366293
9789026354144,Het klimaat zijn wij,Jonathan Safran Foer,9.99,2468700,Paperback,Ambo|Anthos,,NL,1,Literaire non-fictie,"Klimaatverandering, milieu, maatschappelijke verantwoordelijkheid, mens-natuurrelatie, ethiek, duurzaamheid, ",,https://libris.nl/9789026354144,https://images.mind-books.nl/libris/book/cover/9789026354144
9789463491594,Het meisjesmanifest,CarlieÂ van Tongeren,9.99,2468701,Paperback,Blossom Books B.V.,,NL,2,Fictie 13 - 15 jaar,"Persoonlijke En Sociale Onderwerpen: Seksuele Opvoeding En Levensfeiten, persoonlijke veiligheid, pesterij en intimidatie, Romantiek, Liefde en Vriendschap, daten, relaties, romantiek, en liefde, emoties, humeur en gevoelens, zelfbewustzijn en zelfbeeld, eerste ervaringen en opgroeien, schoolverhalen, diversiteit en inclusie",,https://libris.nl/9789463491594,https://images.mind-books.nl/libris/book/cover/9789463491594
9789022336953,Het moois dat we delen,Ish Ait Hamou,9.99,2468702,Paperback,Manteau,,NL,1,Literaire fictie,"Moderne En Hedendaagse Fictie, Cultuurverschillen, racisme, vergeving, identiteit, eenzaamheid, verbinding, complexiteit van menselijke relaties, vooroordelen en misverstanden",,https://libris.nl/9789022336953,https://images.mind-books.nl/libris/book/cover/9789022336953
9789402702842,Het omgekeerde van altijd,Justin Reynolds,9.99,2468703,,HarperCollins Young Adult,,NL,1,285 Fictie 15+,"Young adult, tweede kans, Liefde En Relaties",,https://libris.nl/9789402702842,https://images.mind-books.nl/libris/book/cover/9789402702842
9789048808861,Het schnitzelparadijs,Khalid Boudou,9.99,2468704,Paperback,Lebowski,,NL,1,Literaire fictie,"Moderne En Hedendaagse Fictie, verhalen over relaties - romantiek, liefde of vriendschap, verhalen, actie- en avonturenverhalen, Persoonlijke En Sociale Onderwerpen: Eerste Ervaringen En Opgroeien, ",,https://libris.nl/9789048808861,https://images.mind-books.nl/libris/book/cover/9789048808861
9789082410617,Het smelt,Lize Spit,9.99,2468705,Paperback,Das Mag Uitgeverij B.V.,,NL,1,Literaire fictie,"Moderne En Hedendaagse Fictie, Coming Of AgeVlaanderen",Boekenweek-Auteur,https://libris.nl/9789082410617,https://images.mind-books.nl/libris/book/cover/9789082410617
9789025770778,Het vuur in mij,Erin Stewart,9.99,2468706,Ebook,Gottmer,,NL,2,Fictie 13 - 15 jaar,"Persoonlijke En Sociale Onderwerpen: Zelfbewustzijn En Zelfbeeld, persoonlijke en sociale onderwerpen: vrienden en vriendschappen, ",,https://libris.nl/9789025770778,https://images.mind-books.nl/libris/book/cover/9789025770778
9789021414867,Het werkstuk,Simon van der Geest,9.99,2468707,Gebonden,Querido,,NL,1,Fictie 10+,"Identiteit, avontuur, familie, vriendschap, zelfontdekking, geheimen, natuur, ",,https://libris.nl/9789021414867,https://images.mind-books.nl/libris/book/cover/9789021414867
9789041700001,Het wonderbaarlijke voorval met de hond in de nacht,Mark Haddon,9.99,2468708,Paperback,Atlas Contact,,NL,2,Fictie 13 - 15 jaar,"misdaad en mystery, verhalen over relaties - romantiek, liefde of vriendschapfamilie en thuis",,https://libris.nl/9789041700001,https://images.mind-books.nl/libris/book/cover/9789041700001
9789493254084,Hoe gaan we dit uitleggen,Jelmer Mommers,9.99,2468709,Paperback,De Correspondent,,NL,3,320 Literaire non-fictie algemeen,"Klimaatverandering, Global Warming & Climate Change, Science & Nature, Earth Sciences, Weather, Disasters & Disaster Relief, NATURE, Environmental Conservation & ProtectionPOLITICAL SCIENCE: Geopolitics, Public Policy / Environmental Policy, Social Psychology, Earth Sciences, Meteorology & Climatology",,https://libris.nl/9789493254084,https://images.mind-books.nl/libris/book/cover/9789493254084
9789491921414,Hoe ik talent voor het leven kreeg,Rodaan alÂ Galidi,9.99,2468710,,Jurgen Maas,,NL,1,Literaire fictie,"Moderne En Hedendaagse Fictie, Bureaucratie, Identiteit, Wachten, Asielzoekerscentra, Asielzoekers, Autobiografisch",,https://libris.nl/9789491921414,https://images.mind-books.nl/libris/book/cover/9789491921414
9789045116396,Honderd uur nacht,Anna Woltz,9.99,2468711,Paperback,Singel Uitgeverijen,,NL,1,Fictie 13 - 15 jaar,"communicatie, liefde, verantwoordelijkheid, zelfstandigheid, vriendschap en bedrog, ",,https://libris.nl/9789045116396,https://images.mind-books.nl/libris/book/cover/9789045116396
9789045107271,Hou van mij,Corien Botman & Yasmine van Leur,9.99,2468712,Paperback,Querido,,NL,1,Fictie 13 - 15 jaar,"liefde, opgroeien, seksualiteit, weglopen, ",,https://libris.nl/9789045107271,https://images.mind-books.nl/libris/book/cover/9789045107271
9789048828463,Iedereen krijgt klappen,KhalidÂ Boudou,9.99,2468713,Paperback,Moon,,NL,1,Fictie 13 - 15 jaar,"Persoonlijke En Sociale Onderwerpen: Drugs En Verslaving, Actie- En Avonturenverhalen, Misdaad En Mystery, recht, politie en misdaad",,https://libris.nl/9789048828463,https://images.mind-books.nl/libris/book/cover/9789048828463
9789045127118,Ijzerkop,Jean-Claude van Rijckeghem,9.99,2468714,Paperback,Querido,,NL,2,Fictie 13 - 15 jaar,"historische roman, Oorlog, identiteit, moed, vriendschap, liefde, opoffering, coming-of-age, genderrollen",,https://libris.nl/9789045127118,https://images.mind-books.nl/libris/book/cover/9789045127118
9789048815869,Ik en jij,Niccolo Ammaniti,9.99,2468715,,Overamstel Uitgevers,,NL,1,,"Psychological, Aanpassing, Identiteit, Puberteit, Drugs, zelfmoord , Familiebanden, meeslepend, licht en grappig",,https://libris.nl/9789048815869,https://images.mind-books.nl/libris/book/cover/9789048815869
9789044646870,Ik ga leven,LaleÂ GÃ¼l,9.99,2468716,,Prometheus,,NL,2,Literaire fictie,"Cultuurverschillen, Emancipatie, Gezinsproblemen, Islam, Islamitisch milieu, ",,https://libris.nl/9789044646870,https://images.mind-books.nl/libris/book/cover/9789044646870
9789463492409,Ik geef je de zon,JandyÂ Nelson,9.99,2468717,Paperback,Blossom Books,,NL,1,Fictie 13 - 15 jaar,"familie, liefde, verlies, identiteit, creativiteit, rivaliteit, coming-of-age, zelfontdekking, ",,https://libris.nl/9789463492409,https://images.mind-books.nl/libris/book/cover/9789463492409
9789463490092,Ingesloten,Samira Ahmed,9.99,2468718,Ebook,Blossom Books B.V.,,NL,1,Fictie 13 - 15 jaar,"Persoonlijke En Sociale Onderwerpen: Racisme, Actie- En Avonturenverhalen, filosofie, religie en overtuigingen",,https://libris.nl/9789463490092,https://images.mind-books.nl/libris/book/cover/9789463490092
9789024579488,Izzy + Tristan,Shannon Dunlap,9.99,2468719,Ebook,Luitingh Sijthoff,,NL,1,Fictie 13 - 15 jaar,"Racisme En Rassendiscriminatie, Verhalen Over Relaties - Romantiek, Liefde Of Vriendschap, Persoonlijke En Sociale Onderwerpen: Racisme, New York, ",,https://libris.nl/9789024579488,https://images.mind-books.nl/libris/book/cover/9789024579488
9789403114415,Jaguarman,Raoul de Jong,9.99,2468720,Paperback,"Bezige Bij b.v., Uitgeverij De",,NL,1,Literaire fictie,"avonturenroman, reisverhaal, essay, autobiografie, identiteit, familiegeschiedenis, postkolonialisme, slavernij, de natuur, transformatie, zelfontdekking, culturele erfgoed, magie en mystiek, vriendschap, zoektocht naar betekenis, Familiegeschiedenis, Genealogie, Suriname, ",,https://libris.nl/9789403114415,https://images.mind-books.nl/libris/book/cover/9789403114415
9789025906887,Je bent al mooi,Liesbeth Woertman,9.99,2468721,Paperback,"Have, Ten",,NL,2,Psychologie,"Psychologie: Het Zelf, Ego, Identiteit, Persoonlijkheid, Zelfhulp, Persoonlijke Ontwikkeling En Praktisch Advies, Populairwetenschappelijke Psychologie, Geest, Lichaam, Ziel, ",,https://libris.nl/9789025906887,https://images.mind-books.nl/libris/book/cover/9789025906887
9789025470869,Klifi,Adriaan van Dis,9.99,2468722,Paperback,Atlas Contact,,NL,1,Literaire fictie,"Moderne En Hedendaagse Fictie, Dystopische En Utopische Fictie, Sciencefiction: Nabije Toekomst, Klimaatverandering, Politiek",,https://libris.nl/9789025470869,https://images.mind-books.nl/libris/book/cover/9789025470869
9789041714060,Knap voor een dik meisje,Tatjana Almuli,9.99,2468723,Paperback,Nijgh & Van Ditmar,,NL,2,Literaire non-fictie,"Biografie En Non-Fictieproza, Zelfhulp, Persoonlijke Ontwikkeling En Praktisch Advies, ",,https://libris.nl/9789041714060,https://images.mind-books.nl/libris/book/cover/9789041714060
9789025879488,Koningskind,Selma Noort,9.99,2468724,Gebonden,Leopold,,NL,3,Fictie 10+,"Historische Fictie, Familie En Thuis, Kinderen / tieners: persoonlijke en sociale onderwerpen, Persoonlijke En Sociale Onderwerpen: Families En Familieleden, kindertijd, pre-tienerjaren",Besproken-In-De-Grote-Vriendelijke-Podcast,https://libris.nl/9789025879488,https://images.mind-books.nl/libris/book/cover/9789025879488
9789045111858,Korte lontjes,Chris Bos en NicoleÂ Jongman,9.99,2468725,Ebook,Querido,,NL,1,Fictie 13 - 15 jaar,"Young Adult, Thrillers & spanning, ADHD, posttraumatische stress-stoornis, chaos in het leven, zelfontdekking, en de zoektocht naar rust, ",,https://libris.nl/9789045111858,https://images.mind-books.nl/libris/book/cover/9789045111858
9789045120379,Lampje,Annet Schaap,9.99,2468726,Gebonden,Querido,,NL,1,Fictie 10+,"Traditionele Verhalen, Mythes En Sprookjes, bovennatuurlijke en mythologische wezens, fantasy, familie en thuis, persoonlijke en sociale onderwerpen: vrienden en vriendschappen",,https://libris.nl/9789045120379,https://images.mind-books.nl/libris/book/cover/9789045120379
9789048848676,Land van dadels en prinsen,Frank Nellen,9.99,2468727,Paperback,Hollands Diep,,NL,1,Literaire fictie,"Persoonlijke En Sociale Onderwerpen, Coming Of Age, Eerste Ervaringen En Opgroeien, Parijs (Stad)",,https://libris.nl/9789048848676,https://images.mind-books.nl/libris/book/cover/9789048848676
9789045110318,Latino King,BibiÂ DumonÂ Tak enÂ Castel,9.99,2468728,,Querido,,NL,1,Fictie 13 - 15 jaar,"sociaal-realistische fictie, Identiteit, Vriendschap, Familiewaarden, Cultuur, Ongelijkheid, Verlies, Dromen en ambities, ",,https://libris.nl/9789045110318,https://images.mind-books.nl/libris/book/cover/9789045110318
9789492478573,Laura H.,Thomas Rueb,9.99,2468729,Luisterboek MP3,Das Mag Uitgeverij B.V.,,NL,2,Non-Fictie 13 - 15 jaar,"Literaire non-fictie, Reportages, journalistiek, of verzamelde columns, BIOGRAPHY & AUTOBIOGRAPHY, waargebeurd, spannend, Terroriste organisatie IS, kalifaat","Bekroond met de Brusseprijs 2019 (beste Nederlandstalige journalistieke boek), Genomineerd voor de Hebban debuutprijs 2019, NRC Boek van het jaar (2018) ",https://libris.nl/9789492478573,https://images.mind-books.nl/libris/book/cover/9789492478573
9789000343980,Leugens,Helen Vreeswijk,9.99,2468730,Paperback,Manteau Jeugd,,NL,3,Fictie 13 - 15 jaar,"Thriller / Spannende Fictie, Huiselijk geweld, wraak, identiteitsproblemen, relaties en leugens, opstandigheid, gezin en familiedynamiek, agressie en geweld, ",,https://libris.nl/9789000343980,https://images.mind-books.nl/libris/book/cover/9789000343980
9789021678757,Lijfboek voor powergirls,Sanderijn van der Doef,9.99,2468731,Paperback,Ploegsma,,NL,1,Seksualiteit & voorlichting,"Geslacht En Seksualiteit: Advies En Kwesties, Persoonlijke En Sociale Onderwerpen: Zelfbewustzijn En Zelfbeeld, Persoonlijke En Sociale Onderwerpen: Daten, Relaties, Romantiek, En Liefde, adolescentie / tienerjaren en jongvolwassenheid , Puberteit",Vooral of specifiek bedoeld voor vrouwen en / of meisjes,https://libris.nl/9789021678757,https://images.mind-books.nl/libris/book/cover/9789021678757
9789463832717,Lily,Tom de Cock,9.99,2468732,Paperback,Pelckmans,,NL,2,Fictie 13 - 15 jaar,"Sciencefiction, DystopieÃ«n, Klimaatveranderingen, Liefde, Sociale media, veertienjarige influencer, ",Winnaar beste boek voor jongeren 2022,https://libris.nl/9789463832717,https://images.mind-books.nl/libris/book/cover/9789463832717
9789000341146,Loverboys,Helen Vreeswijk,9.99,2468733,Paperback,Manteau Jeugd,,NL,1,Fictie 13 - 15 jaar,"spanning, Persoonlijke En Sociale Onderwerpen: Daten, Relaties, Romantiek, En Liefde, Persoonlijke En Sociale Onderwerpen: Mishandeling, ",,https://libris.nl/9789000341146,https://images.mind-books.nl/libris/book/cover/9789000341146
9789463491082,Maar je ziet er helemaal niet autistisch uit,Bianca Toeps,9.99,2468734,Paperback,Blossom Books,,NL,1,Psychologie,"Autisme En Aspergersyndroom, Omgaan Met Ontwikkelingsproblemen, Omgaan Met ASS",,https://libris.nl/9789463491082,https://images.mind-books.nl/libris/book/cover/9789463491082
9789460017872,Massastrandingen,Moya de Feyter,9.99,2468735,,Pelckmans uitgevers,,NL,1,Proza dichtundel,"Poezie, proza, JUVENILE FICTION, Stories in Verse, Klimaatverandering, familie, liefde, zeezoogdieren, cultureel bewustzijn, duurzaamheid, historisch bewustzijn, mens en maatschappij",Winnaar j.c. bloem-poÃ«zieprijs 2021,https://libris.nl/9789460017872,https://images.mind-books.nl/libris/book/cover/9789460017872
9789000367887,Match,Buddy Tegenbosch,9.99,2468736,Paperback,Van Goor,,NL,1,Fictie 13 - 15 jaar,"balspelen en -sporten, jongens en mannen, voetbal, vrienden en vriendschappen",Winnaar van de Prijs van de Jonge Jury 2020!,https://libris.nl/9789000367887,https://images.mind-books.nl/libris/book/cover/9789000367887
9789403159201,Maus,Art Spiegelman,9.99,2468737,Gebonden,"Bezige Bij b.v., Uitgeverij De",,NL,2,"Strips, Graphic novels & Cartoons","Graphic Novel / Stripboek, Holocaust, Overleving, Trauma, Identiteit, Familie, Schuld, Herinnering, Verlies, Relatie tussen ouders en kinderen, Empathie, ",,https://libris.nl/9789403159201,https://images.mind-books.nl/libris/book/cover/9789403159201
9789045112930,Meisje van Mars,AnnaÂ WoltzÂ en Vicky Janssen,9.99,2468738,,Querido,,NL,1,Fictie 13 - 15 jaar,"LGBTHQ+, seksuele identiteit, transseksualiteit, geslachtsverandering, Gender, Pesten, Transgender",Slash serie #11,https://libris.nl/9789045112930,https://images.mind-books.nl/libris/book/cover/9789045112930
9789047710271,Merel,Sarah Moon,9.99,2468739,Paperback,"Lemniscaat B.V., Uitgeverij",,NL,2,Fictie 13 - 15 jaar,"zelfvertrouwen, eenzaamheid, verdriet, vrolijkheid, alleen voelen, er toe doen, verbroedering, adolescentie, angsten, zelfmoordpoging, ",,https://libris.nl/9789047710271,https://images.mind-books.nl/libris/book/cover/9789047710271
9789025470142,Mijn lieve gunsteling,Lucas Rijneveld,9.99,2468740,Gebonden,Atlas Contact,,NL,3,Literaire fictie,"Moderne En Hedendaagse Fictie, Intergenerationele Relaties: Advies En Kwesties, persoonlijke en sociale onderwerpen: families en familieleden, persoonlijke en sociale onderwerpen: mishandeling, Volwassen worden",Libris-Literatuur-Prijs-2021-Genomineerd,https://libris.nl/9789025470142,https://images.mind-books.nl/libris/book/cover/9789025470142
9789045110868,Miss Dakloos,Lydia Rood en Jojo Matthews,9.99,2468741,Paperback,Querido,,NL,1,Fictie 13 - 15 jaar,"Persoonlijke En Sociale Onderwerpen: Families En Familieleden, ",,https://libris.nl/9789045110868,https://images.mind-books.nl/libris/book/cover/9789045110868
9789048828036,Mocro maffia,Wouter Laumans & Marijn Schrijver,9.99,2468742,Paperback,Lebowski,,NL,1,True Crime,"True Crime, Mediastudies: Journalistiek, Thriller / spannende fictie, Georganiseerde misdaad, Nieuwsmedia en journalistiek ",,https://libris.nl/9789048828036,https://images.mind-books.nl/libris/book/cover/9789048828036
9789463338486,Moxie,Jennifer Mathieu,9.99,2468743,,Imagine YA Books by ImageBooks,,NL,1,Fictie,"Romantiek, Liefde, Vriendschap, Schoolverhalen, Kinderen / tieners: algemeen: meisjes en vrouwen, Verhalen Over Relaties, zelfbewustzijn en zelfbeeld, persoonlijke en sociale onderwerpen: daten, relaties, romantiek, en liefde",Vooral of specifiek bedoeld voor vrouwen en / of meisjes,https://libris.nl/9789463338486,https://images.mind-books.nl/libris/book/cover/9789463338486
9789025751500,Na het feest,Hans Petter Laberg,9.99,2468744,,Gottmer,,NL,1,280 Fictie kinder- en jeugdboeken,"spannend boek, Schuldgevoel, gevoelens, geheim",,https://libris.nl/9789025751500,https://images.mind-books.nl/libris/book/cover/9789025751500
9789021414409,Naar de rand van de wereld,Dirk Weber,9.99,2468745,Paperback,Querido,,NL,2,Fictie 10+,"Maatschappelijke jeugdroman, Kennisdeling, Vluchten en overleven, Straf en onrecht, Vriendschap, Groepsdynamiek",,https://libris.nl/9789021414409,https://images.mind-books.nl/libris/book/cover/9789021414409
9789025878238,Niemand ziet het,Dolf Verroen & Charlotte Dematons,9.99,2468746,Gebonden,Leopold,,NL,1,Fictie 10+,"Biografische Fictie, Persoonlijke En Sociale Onderwerpen: LGBTQ+, genderidentiteit, Persoonlijke En Sociale Onderwerpen: Zelfbewustzijn En Zelfbeeld, vooroordelen en intolerantie, Pre-tienerjaren",,https://libris.nl/9789025878238,https://images.mind-books.nl/libris/book/cover/9789025878238
9789041714053,Niet te stoppen,Angie Thomas,9.99,2468747,Paperback,Moon,,NL,2,Literaire fictie,"Persoonlijke En Sociale Onderwerpen: Racisme, Afro-Amerikanen",,https://libris.nl/9789041714053,https://images.mind-books.nl/libris/book/cover/9789041714053
9789000374823,No Deal,Elle van den Bogaart,9.99,2468748,Paperback,Van Holkema & Warendorf,,NL,1,Fictie 13 - 15 jaar,"drugs, misdaad, schuld, eenzaamheid, en verkeersongelukken, Jeugdthriller",,https://libris.nl/9789000374823,https://images.mind-books.nl/libris/book/cover/9789000374823
9789026342509,Noem me bij jouw naam,AndrÃ© Aciman,9.99,2468749,Paperback,Ambo|Anthos,,NL,1,Literaire fictie,"Moderne En Hedendaagse Fictie, Erotische Fictie, romance, Coming Of Age, Verhalend thema: interior life",Met betrekking tot homoseksuele mannen,https://libris.nl/9789026342509,https://images.mind-books.nl/libris/book/cover/9789026342509
9789045125039,Noem me Nathan,Catherine Castro & Quentin Zuttion,9.99,2468750,Paperback,Querido,,NL,1,Fictie 13 - 15 jaar,"Graphic Novel En Mangakunst, transgender identiteit, zelfontdekking, acceptatie, genderidentiteit, maatschappelijke druk, persoonlijke groei, familiebanden, vriendschap, psychologisch verhaal",,https://libris.nl/9789045125039,https://images.mind-books.nl/libris/book/cover/9789045125039
9789401910552,Nooit meer,Colleen Hoover,9.99,2468751,Paperback,Z&K,,NL,1,Literaire fictie,"Moderne En Hedendaagse Fictie, Hedendaagse Romantiek, Hedendaagse Levensstijl Fictie, Verenigde Staten van Amerika",Vooral Of Specifiek Bedoeld Voor Vrouwen En / Of Meisjes,https://libris.nl/9789401910552,https://images.mind-books.nl/libris/book/cover/9789401910552
9789026343445,Normale mensen,Sally Rooney,9.99,2468752,Paperback,Ambo|Anthos,,NL,2,Literaire fictie,"Moderne En Hedendaagse Fictie, Coming Of Age, Liefde En Relaties, Ierland",,https://libris.nl/9789026343445,https://images.mind-books.nl/libris/book/cover/9789026343445
9789045128023,Oliver,Edward van de Vendel,9.99,2468753,,Querido,,NL,1,Fictie 13 - 15 jaar,"Verhalen over relaties - romantiek, liefde of vriendschap, ",,https://libris.nl/9789045128023,https://images.mind-books.nl/libris/book/cover/9789045128023
9789045128030,Ons derde lichaam,Edward van de Vendel,9.99,2468754,Paperback,Querido,,NL,2,Fictie 13 - 15 jaar,"Verhalen Over Relaties - Romantiek, Liefde Of Vriendschap, Verhalen Over Relaties - Romantiek, Liefde Of Vriendschap",,https://libris.nl/9789045128030,https://images.mind-books.nl/libris/book/cover/9789045128030
9789403170404,Ons huis staat in brand,GretaÂ Thunberg,9.99,2468755,Ebook,"Bezige Bij b.v., Uitgeverij De",,NL,3,Literaire non-fictie,"Waargebeurd, NATURE / Environmental Conservation & Protection, Klimaatverandering",,https://libris.nl/9789403170404,https://images.mind-books.nl/libris/book/cover/9789403170404
9789060693780,Oorlog zonder vrienden,Evert Hartman,9.99,2468756,Gebonden,"Lemniscaat B.V., Uitgeverij",,NL,1,Fictie 13 - 15 jaar,"Jeugdliteratuur, oorloogsroman, Leger En Oorlog, Eenzaamheid, Identiteit, Pesten, Loyaliteit, Verraad, Oorlogservaringen, Politieke ideologieÃ«n (NSB), Vriendschap, Verlies",,https://libris.nl/9789060693780,https://images.mind-books.nl/libris/book/cover/9789060693780
9789047701170,Oorlogswinter,Jan Terlouw,9.99,2468757,Paperback,"Lemniscaat B.V., Uitgeverij",,NL,1,Fictie 10+,"Historische Fictie, actie verhaal, Leger En Oorlog, Tweede Wereldoorlog, angst, vertrouwen, wantrouwen, volwassenheid, verzet tegen de bezetter, verlies, morele dilemma's, de impact van oorlog op individuen en gemeenschappen",,https://libris.nl/9789047701170,https://images.mind-books.nl/libris/book/cover/9789047701170
9789402723007,Op de rand van het niets,Corinne Duyvis,9.99,2468758,,HarperCollins Young Adult,,NL,1, Fictie 15+,"Young adultScience Fiction , Dystopisch, Autisme, Drugsgebruik, Rampen, Identiteit, Vriendschap, ",,https://libris.nl/9789402723007,https://images.mind-books.nl/libris/book/cover/9789402723007
9789048855834,Op mijn schouders,JenniferÂ Niven,9.99,2468759,Paperback,Moon,,NL,1,Fictie 13 - 15 jaar,"Persoonlijke En Sociale Onderwerpen, Feelgood, Psychologische roman, liefde, vriendschap, zelfontdekking, mentale gezondheid, verlies, adolescentie, identiteitsvorming, ",,https://libris.nl/9789048855834,https://images.mind-books.nl/libris/book/cover/9789048855834
9789047708933,Optimisme is dodelijk,Susin Nielsen,9.99,2468760,Gebonden,"Lemniscaat B.V., Uitgeverij",,NL,2,Fictie 13 - 15 jaar,"psychologische roman, young adult, bijgeloof, psychische stoornissen, rouwproces, schuldgevoelens, fobieÃ«n",,https://libris.nl/9789047708933,https://images.mind-books.nl/libris/book/cover/9789047708933
9789025872304,Otis,Martijn Niemeijer,9.99,2468761,Paperback,Leopold,,NL,3,Fictie 13 - 15 jaar,"eerste ervaringen en opgroeien, Familie En Thuis, Mishandeling, Persoonlijke En Sociale Onderwerpen: Families En Familieleden, Persoonlijke En Sociale Onderwerpen: Emoties, Humeur En Gevoelens",Vooral Of Specifiek Bedoeld Voor mannen en/of jongens,https://libris.nl/9789025872304,https://images.mind-books.nl/libris/book/cover/9789025872304
9789045123141,Overspoeld,Gideon Samson,9.99,2468762,Paperback,Querido,,NL,1,Fictie 13 - 15 jaar,"Biografische Fictie, Verhalen Over Relaties - Romantiek, Liefde Of Vriendschap, Plaatsen En Volkeren, AziÃ«, dood en overlijden",,https://libris.nl/9789045123141,https://images.mind-books.nl/libris/book/cover/9789045123141
9789047707301,Overstroomd,Eva Moraal,9.99,2468763,Paperback,"Lemniscaat B.V., Uitgeverij",,NL,2,Fictie 13 - 15 jaar,"Young Adult, dystopisch, uitsluiting, ongelijkheid, uitbuiting, onrecht, (gebrek aan) vrijheid, liefde, macht, onderdrukking",,https://libris.nl/9789047707301,https://images.mind-books.nl/libris/book/cover/9789047707301
9789047703822,Paper Towns,John Green,9.99,2468764,Paperback,Gottmer,,NL,1,Literaire fictie,"Verhalen Over Relaties - Romantiek, Liefde Of Vriendschap, Jeugdliteratuur, Mysterie, Avontuur, Spanning, Persoonlijke En Sociale Onderwerpen: Daten, Relaties, Romantiek, En Liefde, Identiteit, Vriendschap, Verlies, Zelfontdekking, De zoektocht naar betekenis, De complexiteit van liefde, De verschillen tussen perceptie en werkelijkheid, ",,https://libris.nl/9789047703822,https://images.mind-books.nl/libris/book/cover/9789047703822
9789463360944,Parkplan,Wout Waanders,9.99,2468765,Paperback,"Harmonie, Uitgeverij De",,NL,1,Poezie,"Poezie, Plattegronden van attractieparken, surrealisme, autobiografisch, pretparken, ",,https://libris.nl/9789463360944,https://images.mind-books.nl/libris/book/cover/9789463360944
9789048834433,Pauwl,Erik Jan Harmens,9.99,2468766,Paperback,Lebowski,,NL,1,Literaire fictie,"Moderne En Hedendaagse Fictie, autisme, beperkingen, verrijkingen, vriendschap, herkenbaarheid, humor, uitdagingen van het dagelijks leven.",,https://libris.nl/9789048834433,https://images.mind-books.nl/libris/book/cover/9789048834433
9789000346738,Percy Jackson en de andere helden,Rick Riordan,9.99,2468767,Ebook,Van Goor,,NL,1,Fictie 13 - 15 jaar,"actie- en avonturenverhalen, Traditionele Verhalen, Oude Griekenland, Oude Rome, ",,https://libris.nl/9789000346738,https://images.mind-books.nl/libris/book/cover/9789000346738
9789021010786,Perfect Chemistry,Simone Elkeles,9.99,2468768,,"Luitingh-Sijthoff B.V., Uitgeverij",,NL,2,Diversen,"Verhalen Over Relaties - Romantiek, Liefde Of Vriendschap, Romance, Spannend, romantisch en ontroerend, ",,https://libris.nl/9789021010786,https://images.mind-books.nl/libris/book/cover/9789021010786
9789048849468,Pizzamaffia,Khalid Boudou,9.99,2468769,,Lebowski Achievers,,NL,1,"Fictie 13 - 15 jaar, Onderbouw Havo/vwo, Bovenbouw vmbo, Middenbouw Havo/vwo","Actie- En Avonturenverhalen, Humor, Juvenile fiction, Action & Adventure, Family, Parents, Law & Crime, Familie, Jaloezie, Ruzies, Familierelaties, Verliefdheid",,https://libris.nl/9789048849468,https://images.mind-books.nl/libris/book/cover/9789048849468
9789000355402,Pokerface,Buddy Tegenbosch,9.99,2468770,,Van Goor,,NL,2,Fictie 13 - 15 jaar,"JUVENILE FICTION / Social Themes, Familie, Geldschulden, Misdaden, Pokeren, Vriendschap, Sport, Wintersport, Ijshockey, Persoonlijke En Sociale Onderwerpen, verkeerde vrienden, vrienden en vriendschappen",,https://libris.nl/9789000355402,https://images.mind-books.nl/libris/book/cover/9789000355402
9789025750022,Prikkeldraad,Derk Visser,9.99,2468771,,Gottmer,,NL,3,,"Dood, Familie, Ongelukken, Schuldgevoelens, Veel verdriet en pijn, weinig hoop op een beter uitzicht",,https://libris.nl/9789025750022,https://images.mind-books.nl/libris/book/cover/9789025750022
9789000350544,Promille,Helen Vreeswijk,9.99,2468772,Ebook,Manteau,,NL,1,Fictie 13 - 15 jaar,", jeugdthriller, young adult , alcoholisme, drugs, tieners, verslaving",,https://libris.nl/9789000350544,https://images.mind-books.nl/libris/book/cover/9789000350544
9789463492249,Queer Baby,Marie Lotte Hagen & Nydia van Voorthuizen,9.99,2468773,Paperback,Blossom Books,,NL,1,Lifestyle,"Persoonlijke En Sociale Onderwerpen: Genderidentiteit, LGBTQ+, trans / transgenders of genderminderheden, Geslacht En Seksualiteit: Advies En Kwesties, Seksuele Opvoeding En Levensfeiten, Zelfbewustzijn En Zelfbeeld, emoties, humeur en gevoelens, daten, relaties, romantiek, en liefde, levensvaardigheden en keuzes, diversiteit en inclusie",,https://libris.nl/9789463492249,https://images.mind-books.nl/libris/book/cover/9789463492249
9789047711803,Quotum,Marloes Morshuis,9.99,2468774,Gebonden,"Lemniscaat B.V., Uitgeverij",,NL,1,Fictie 13 - 15 jaar,"spanning, Speculatieve, Dystopische En Utopische Fictie, ",Besproken-In-De-Grote-Vriendelijke-Podcast,https://libris.nl/9789047711803,https://images.mind-books.nl/libris/book/cover/9789047711803
